id_cliente,nome,idade,sexo,cor,casado,qt_filhos,cidade,renda,qt_carros,qt_cart_cred,casa_propria,credit_score,endivid,trabalha,Conta Corrente Plus,Cart�o Platinum,Seguro Residencial,Cr�dito Pessoal Flex,Investimento Renda Fixa
1001,João Silva,26,M,Amarela,Não,3,Curitiba,182102,3,3,Não,604,75025,Não,1,0,0,1,0
1002,Beatriz Alves,62,F,Branca,Não,2,São Paulo,32086,3,1,Não,622,11452,Sim,1,1,0,0,0
1003,Fernando Pereira,23,M,Branca,Não,1,Goiânia,219311,1,2,Sim,350,91058,Não,1,0,1,1,1
1004,Fernando Alves,61,M,Parda,Não,2,Porto Alegre,61084,2,4,Não,837,20341,Não,1,1,0,0,1
1005,Camila Rodrigues,65,F,Parda,Não,2,Rio de Janeiro,180092,0,3,Sim,548,33879,Não,1,1,1,1,1
1006,Ricardo Costa,28,M,Parda,Sim,0,Goiânia,192065,3,1,Não,523,75447,Não,1,1,0,0,0
1007,Juliana Silva,62,F,Parda,Sim,3,São Paulo,271097,2,2,Não,497,75252,Não,1,1,0,0,1
1008,João Silva,37,M,Preta,Não,2,Recife,53600,1,5,Sim,355,897,Sim,0,0,1,0,0
1009,Beatriz Alves,73,F,Preta,Não,1,Salvador,196885,3,0,Não,380,75191,Sim,0,1,0,1,1
1010,Amanda Alves,32,F,Branca,Sim,1,Brasília,214503,0,1,Não,487,24968,Não,1,0,1,0,1
1011,Camila Oliveira,34,F,Amarela,Sim,0,São Paulo,177945,1,5,Não,725,66117,Não,1,0,1,1,0
1012,Juliana Gomes,73,F,Preta,Não,4,São Paulo,100211,0,5,Não,748,18746,Sim,1,1,1,1,1
1013,Miguel Costa,68,M,Preta,Sim,1,Belo Horizonte,166974,3,3,Não,485,58779,Não,1,0,0,1,1
1014,Eduardo Souza,18,M,Parda,Sim,1,Salvador,230382,0,1,Sim,310,30110,Sim,1,1,1,1,0
1015,Carolina Ferreira,77,F,Branca,Não,3,Belo Horizonte,270813,2,2,Sim,358,45497,Não,1,1,1,0,0
1016,Carolina Oliveira,33,F,Branca,Sim,2,Belo Horizonte,44466,1,4,Não,769,2231,Sim,1,0,0,0,1
1017,Paulo Silva,46,M,Amarela,Não,4,Fortaleza,73262,3,5,Não,628,17068,Não,1,0,0,0,0
1018,Luiz Ferreira,58,M,Indígena,Sim,4,Fortaleza,100785,3,5,Sim,647,33147,Sim,1,1,1,0,0
1019,Amanda Alves,66,F,Indígena,Não,2,Brasília,97297,1,3,Sim,492,29580,Sim,1,1,1,0,1
1020,Laura Silva,33,F,Preta,Não,4,São Paulo,58762,3,0,Não,598,22727,Sim,1,0,0,1,0
1021,Beatriz Oliveira,56,F,Preta,Sim,3,Rio de Janeiro,110525,1,1,Não,697,49049,Não,1,0,1,1,0
1022,Carlos Santos,42,M,Parda,Não,2,Curitiba,220540,1,1,Sim,500,26523,Não,1,1,0,1,1
1023,Laura Gomes,55,F,Preta,Sim,2,Fortaleza,30910,1,0,Não,686,12549,Não,1,0,0,0,0
1024,Fernanda Oliveira,43,F,Amarela,Sim,1,Goiânia,185954,3,1,Não,489,59290,Não,1,0,1,1,1
1025,Ana Alves,40,F,Indígena,Sim,1,Goiânia,90160,0,5,Não,461,9889,Não,1,1,0,0,0
1026,Carlos Gomes,38,M,Preta,Não,1,Recife,148116,3,5,Sim,718,22591,Não,1,0,1,1,1
1027,Fernanda Costa,19,F,Indígena,Não,0,Porto Alegre,127354,0,1,Sim,344,17865,Sim,1,1,0,1,0
1028,Carlos Santos,41,M,Preta,Sim,2,Brasília,100558,3,4,Não,848,32735,Não,1,1,0,1,1
1029,Luiz Rodrigues,37,M,Parda,Sim,0,Recife,113145,3,3,Não,550,54519,Não,1,0,0,0,1
1030,Camila Santos,56,F,Amarela,Sim,1,Curitiba,114525,0,4,Sim,746,52996,Sim,1,1,1,0,1
1031,Eduardo Rodrigues,52,M,Parda,Sim,2,Fortaleza,287953,0,0,Não,757,40219,Não,1,1,0,1,1
1032,Ricardo Souza,25,M,Indígena,Sim,0,Porto Alegre,246487,3,3,Sim,472,92567,Sim,1,1,1,1,1
1033,Patrícia Santos,18,F,Preta,Sim,2,Belo Horizonte,161637,1,4,Sim,301,46567,Sim,0,0,0,0,0
1034,João Pereira,43,M,Indígena,Não,1,Fortaleza,248667,1,1,Sim,511,115607,Não,1,0,1,0,1
1035,Ricardo Ferreira,58,M,Branca,Não,1,Recife,258485,0,1,Não,612,126501,Sim,1,1,1,1,1
1036,Eduardo Oliveira,24,M,Indígena,Sim,2,Belo Horizonte,261742,0,4,Não,633,92831,Sim,1,0,0,1,1
1037,Fernanda Oliveira,18,F,Indígena,Sim,2,Porto Alegre,59353,1,3,Não,719,3826,Não,0,0,0,1,0
1038,Ricardo Rodrigues,40,M,Amarela,Sim,0,Belo Horizonte,224886,3,2,Não,846,50393,Sim,1,1,0,1,1
1039,Fernanda Costa,55,F,Indígena,Sim,2,Salvador,137186,2,5,Não,309,58240,Não,0,0,0,0,1
1040,Eduardo Alves,45,M,Indígena,Não,0,Fortaleza,227805,3,0,Sim,768,40238,Não,1,1,0,1,1
1041,Ricardo Souza,69,M,Indígena,Não,0,Recife,262243,1,2,Não,831,90010,Sim,1,1,0,1,1
1042,Antônio Rodrigues,38,M,Branca,Sim,4,Recife,25197,2,1,Sim,332,2687,Não,1,0,1,1,0
1043,João Costa,29,M,Preta,Não,2,Brasília,74722,1,0,Sim,342,21619,Não,1,0,1,0,0
1044,Ana Costa,40,F,Amarela,Sim,0,Belo Horizonte,254397,2,0,Sim,300,27899,Sim,1,0,0,0,0
1045,Patrícia Silva,76,F,Preta,Não,2,Rio de Janeiro,156870,1,3,Não,742,58828,Sim,1,1,0,1,1
1046,Juliana Alves,74,F,Branca,Sim,0,Porto Alegre,244252,2,5,Sim,348,30267,Não,0,1,0,1,1
1047,Luiz Pereira,35,M,Preta,Não,4,Recife,216201,1,2,Sim,686,18581,Sim,1,0,0,1,0
1048,Amanda Oliveira,29,F,Parda,Sim,4,São Paulo,193951,1,1,Não,750,3853,Não,1,1,0,1,0
1049,Beatriz Gomes,32,F,Indígena,Não,2,Belo Horizonte,70535,1,4,Sim,620,400,Não,0,0,1,0,0
1050,Eduardo Silva,18,M,Parda,Não,1,Belo Horizonte,67922,0,5,Não,542,9383,Não,1,0,0,0,0
1051,Laura Ferreira,63,F,Preta,Não,1,Belo Horizonte,180051,1,5,Não,443,40976,Sim,1,0,0,1,1
1052,João Ferreira,76,M,Branca,Sim,2,Curitiba,68625,2,3,Não,614,17645,Não,1,1,0,0,1
1053,Ana Pereira,25,F,Preta,Não,4,Fortaleza,124563,2,2,Sim,337,21847,Sim,1,0,1,1,1
1054,Pedro Souza,33,M,Indígena,Sim,3,São Paulo,288949,3,4,Sim,369,92438,Sim,1,1,1,0,1
1055,Ana Ferreira,29,F,Branca,Não,2,Recife,191292,1,2,Sim,794,67090,Sim,1,0,1,1,0
1056,Camila Alves,49,F,Branca,Não,3,Recife,105241,3,4,Sim,617,14711,Sim,0,1,0,1,1
1057,Camila Ferreira,21,F,Indígena,Sim,0,Rio de Janeiro,45283,2,3,Sim,317,17409,Sim,0,0,1,1,1
1058,Laura Rodrigues,75,F,Preta,Sim,2,Recife,165193,2,4,Não,679,57414,Sim,1,0,0,0,1
1059,Laura Oliveira,78,F,Indígena,Sim,4,São Paulo,113926,1,0,Não,773,47915,Sim,0,1,0,0,0
1060,Ana Pereira,18,F,Preta,Não,2,Salvador,71842,2,1,Não,808,10477,Não,0,1,1,1,1
1061,Amanda Costa,25,F,Branca,Sim,4,Fortaleza,61831,2,2,Sim,323,24179,Sim,0,0,1,1,1
1062,Amanda Gomes,31,F,Parda,Não,0,Salvador,284551,0,5,Não,312,83471,Sim,1,1,0,1,0
1063,João Souza,79,M,Indígena,Sim,4,Fortaleza,181152,1,5,Não,657,15894,Sim,1,1,1,1,0
1064,Ricardo Santos,20,M,Preta,Não,0,Belo Horizonte,176938,1,5,Não,511,52489,Sim,0,0,0,0,1
1065,Juliana Pereira,23,F,Parda,Não,4,Goiânia,230209,1,1,Não,547,104658,Sim,1,0,0,0,0
1066,Ana Ferreira,58,F,Preta,Não,1,Rio de Janeiro,195275,3,3,Sim,799,74461,Sim,1,0,1,1,1
1067,Carlos Costa,76,M,Parda,Não,3,Belo Horizonte,259565,0,1,Não,687,53721,Sim,1,1,1,1,0
1068,Ana Alves,22,F,Branca,Sim,4,Fortaleza,189517,1,2,Não,719,34812,Sim,0,0,1,0,0
1069,Fernando Souza,18,M,Preta,Sim,3,Recife,129330,3,1,Sim,569,41534,Não,1,1,1,0,0
1070,João Gomes,44,M,Indígena,Sim,3,Fortaleza,230832,2,5,Sim,477,22692,Não,0,1,0,0,0
1071,Ana Souza,71,F,Preta,Não,1,Fortaleza,84637,3,2,Sim,321,42061,Não,0,0,0,0,0
1072,Maria Souza,37,F,Parda,Sim,4,Fortaleza,127765,3,3,Não,824,14578,Sim,1,1,0,1,1
1073,João Gomes,18,M,Indígena,Sim,2,Porto Alegre,288776,3,0,Sim,430,103782,Sim,1,0,0,0,1
1074,Miguel Santos,57,M,Branca,Não,3,Fortaleza,90228,0,2,Não,367,1289,Sim,1,0,0,0,1
1075,Carlos Rodrigues,41,M,Parda,Sim,0,Goiânia,273084,2,0,Sim,447,72626,Não,1,0,1,1,1
1076,Fernanda Alves,31,F,Parda,Sim,2,Rio de Janeiro,280051,2,1,Sim,596,3667,Não,0,0,0,1,1
1077,João Souza,37,M,Amarela,Não,0,Recife,132780,0,3,Sim,452,52344,Não,1,1,0,1,1
1078,Patrícia Alves,75,F,Amarela,Sim,0,Goiânia,208948,1,3,Sim,310,44428,Não,1,1,1,0,1
1079,João Pereira,31,M,Indígena,Não,0,Porto Alegre,38144,3,1,Sim,395,3576,Sim,1,0,1,0,0
1080,Carolina Oliveira,29,F,Branca,Sim,2,Salvador,166448,3,0,Não,413,74642,Sim,1,0,1,0,0
1081,Patrícia Alves,21,F,Parda,Sim,2,Curitiba,89072,1,2,Sim,395,42463,Não,1,1,1,0,0
1082,João Gomes,35,M,Preta,Não,3,Belo Horizonte,217041,0,1,Sim,730,84089,Não,1,1,1,1,0
1083,Laura Silva,80,F,Parda,Não,2,Salvador,203896,0,3,Sim,434,13863,Sim,1,1,0,0,0
1084,Carlos Alves,52,M,Amarela,Não,4,Brasília,236858,2,3,Não,826,88403,Não,1,1,0,0,1
1085,Camila Pereira,34,F,Branca,Sim,3,Brasília,66436,0,4,Sim,802,19108,Sim,1,1,1,1,0
1086,Luiz Gomes,79,M,Parda,Sim,2,Porto Alegre,166067,2,4,Não,576,58857,Sim,1,1,0,0,1
1087,Juliana Oliveira,63,F,Branca,Sim,0,Belo Horizonte,124491,3,5,Sim,314,23545,Não,1,1,1,1,1
1088,Patrícia Rodrigues,65,F,Amarela,Não,1,Goiânia,78316,0,0,Sim,424,16523,Sim,1,1,1,0,1
1089,Miguel Oliveira,61,M,Amarela,Sim,3,Goiânia,298885,3,5,Sim,697,2334,Não,1,0,0,0,0
1090,Carolina Rodrigues,42,F,Parda,Sim,0,São Paulo,290034,2,5,Sim,555,113917,Sim,0,0,1,0,0
1091,Paulo Santos,60,M,Indígena,Não,2,Salvador,282798,1,4,Não,453,4763,Sim,1,0,0,1,1
1092,Antônio Alves,44,M,Branca,Não,2,Recife,151272,2,4,Não,714,56615,Não,1,1,1,1,0
1093,Carlos Costa,76,M,Branca,Sim,1,Porto Alegre,289137,3,4,Não,301,39135,Não,1,1,0,1,1
1094,Juliana Pereira,32,F,Preta,Sim,3,Curitiba,103765,1,2,Não,317,551,Não,1,0,0,0,1
1095,Ana Costa,25,F,Amarela,Sim,1,Salvador,201378,0,2,Não,417,4155,Sim,1,1,1,0,1
1096,Carlos Costa,33,M,Indígena,Sim,3,Rio de Janeiro,35531,0,5,Sim,505,4166,Não,1,1,1,0,0
1097,Maria Pereira,65,F,Amarela,Não,2,Porto Alegre,155554,2,3,Sim,612,23292,Sim,0,1,1,0,1
1098,Pedro Gomes,23,M,Preta,Sim,0,Salvador,281735,1,5,Não,803,39033,Não,1,1,0,1,1
1099,Carlos Ferreira,66,M,Branca,Sim,3,Belo Horizonte,226695,3,0,Não,728,92221,Não,0,0,0,0,0
1100,Ana Gomes,74,F,Amarela,Não,4,Fortaleza,287720,2,4,Não,784,122442,Sim,1,1,0,1,1
1101,Ricardo Rodrigues,50,M,Indígena,Não,2,Belo Horizonte,85826,1,2,Não,514,20158,Sim,1,0,0,1,1
1102,Carlos Santos,39,M,Amarela,Não,4,Salvador,105787,2,2,Sim,317,26192,Não,0,0,1,1,0
1103,Patrícia Costa,53,F,Branca,Sim,3,Porto Alegre,21321,3,1,Não,530,5527,Não,1,0,0,0,0
1104,Fernanda Alves,52,F,Branca,Não,3,Curitiba,29587,2,0,Sim,344,2977,Sim,1,0,1,0,1
1105,Miguel Silva,25,M,Amarela,Sim,2,Goiânia,296767,3,0,Sim,808,37297,Sim,1,1,1,1,1
1106,João Souza,24,M,Indígena,Não,4,Goiânia,45951,0,0,Não,333,432,Sim,1,0,0,1,0
1107,Ana Gomes,70,F,Amarela,Não,0,Rio de Janeiro,223399,1,2,Sim,819,33865,Sim,1,1,0,1,1
1108,Maria Santos,22,F,Parda,Não,2,Porto Alegre,197050,1,5,Sim,323,61937,Sim,1,0,0,0,1
1109,Fernando Gomes,66,M,Branca,Sim,3,Rio de Janeiro,237842,0,3,Sim,824,14557,Não,0,1,0,0,0
1110,Camila Pereira,49,F,Branca,Sim,3,Salvador,138848,0,3,Não,408,914,Sim,1,0,0,0,1
1111,Carolina Costa,20,F,Branca,Sim,2,Curitiba,121792,1,1,Não,490,10634,Sim,1,1,0,0,0
1112,Carolina Rodrigues,43,F,Amarela,Sim,3,Fortaleza,206912,0,3,Sim,551,75768,Não,1,0,0,1,1
1113,Luiz Rodrigues,70,M,Parda,Não,0,São Paulo,271837,0,1,Sim,672,12168,Não,0,1,0,0,0
1114,Eduardo Oliveira,36,M,Indígena,Não,4,Rio de Janeiro,135548,0,0,Não,409,55716,Sim,0,1,0,1,1
1115,Luiz Pereira,64,M,Preta,Não,2,Recife,148486,1,5,Não,538,40613,Sim,1,1,0,0,1
1116,Amanda Rodrigues,67,F,Parda,Não,4,Goiânia,242553,0,2,Não,552,72326,Não,1,0,0,1,0
1117,Carolina Ferreira,69,F,Branca,Sim,1,Goiânia,215095,3,4,Sim,649,47484,Não,1,0,0,0,0
1118,Juliana Souza,64,F,Amarela,Sim,1,Curitiba,173468,3,5,Não,586,55423,Não,1,1,1,1,1
1119,Ricardo Pereira,25,M,Preta,Não,2,Fortaleza,298689,1,3,Sim,521,25612,Não,1,0,1,0,0
1120,Ana Rodrigues,50,F,Preta,Não,1,Recife,46115,1,4,Sim,640,8505,Não,1,0,1,1,0
1121,Maria Pereira,44,F,Amarela,Não,1,São Paulo,253475,3,5,Sim,447,62683,Sim,0,0,0,1,1
1122,Carolina Alves,62,F,Parda,Não,4,Belo Horizonte,134236,3,5,Não,353,53272,Sim,1,0,0,0,1
1123,Carlos Silva,62,M,Preta,Não,1,Curitiba,23159,2,0,Sim,785,3277,Não,1,0,1,0,0
1124,Maria Ferreira,30,F,Preta,Não,3,São Paulo,268349,3,3,Não,652,66765,Sim,1,1,0,1,0
1125,Juliana Oliveira,48,F,Parda,Não,1,Fortaleza,128130,1,0,Sim,479,61845,Sim,1,1,1,0,1
1126,Amanda Gomes,25,F,Amarela,Sim,3,Belo Horizonte,49992,2,1,Não,416,9468,Não,0,0,0,1,0
1127,Luiz Gomes,18,M,Parda,Sim,1,São Paulo,114467,3,4,Sim,397,17441,Sim,1,1,0,1,0
1128,Fernando Pereira,74,M,Branca,Sim,0,Recife,121721,3,0,Não,311,2156,Não,1,1,0,0,1
1129,Amanda Gomes,32,F,Branca,Não,1,Goiânia,166086,3,3,Sim,305,70769,Sim,0,1,1,0,1
1130,Paulo Gomes,64,M,Indígena,Não,0,Goiânia,134810,1,1,Não,461,64652,Sim,1,1,0,1,1
1131,Maria Rodrigues,80,F,Indígena,Não,0,Belo Horizonte,245678,3,3,Não,639,108011,Sim,1,1,0,1,1
1132,Camila Gomes,65,F,Indígena,Não,0,Fortaleza,20299,3,2,Sim,728,8112,Não,1,0,1,1,1
1133,Eduardo Oliveira,56,M,Branca,Sim,1,Rio de Janeiro,214722,2,1,Sim,586,33953,Sim,1,1,1,0,1
1134,João Oliveira,33,M,Preta,Sim,0,Belo Horizonte,216209,2,2,Sim,416,81027,Sim,0,1,0,0,1
1135,Fernanda Costa,70,F,Indígena,Não,1,Goiânia,121523,1,1,Sim,601,55692,Sim,1,1,1,1,1
1136,Fernanda Costa,59,F,Parda,Sim,1,Curitiba,161674,0,1,Sim,754,43691,Não,1,0,0,1,1
1137,Miguel Pereira,43,M,Parda,Sim,3,Fortaleza,181999,2,2,Sim,367,1951,Não,1,0,1,1,1
1138,Beatriz Gomes,68,F,Branca,Sim,1,Recife,254009,0,5,Sim,402,63126,Não,1,1,0,0,1
1139,Juliana Costa,58,F,Amarela,Não,3,Rio de Janeiro,94379,0,4,Não,423,29397,Sim,1,0,1,0,0
1140,Beatriz Oliveira,35,F,Branca,Sim,1,Rio de Janeiro,52922,2,5,Sim,639,11620,Sim,1,1,0,1,0
1141,Antônio Souza,60,M,Branca,Não,3,Goiânia,261694,1,2,Não,429,49068,Não,0,1,1,0,0
1142,Beatriz Costa,68,F,Branca,Sim,0,Curitiba,273284,3,0,Não,804,100192,Sim,0,0,0,1,0
1143,Beatriz Santos,40,F,Indígena,Sim,1,Salvador,264984,2,3,Não,358,87436,Não,1,1,0,0,0
1144,Amanda Pereira,26,F,Amarela,Sim,0,Brasília,159526,3,3,Sim,472,47502,Não,0,0,0,1,1
1145,Juliana Costa,28,F,Parda,Sim,2,São Paulo,75726,1,2,Não,472,19652,Não,1,0,0,1,0
1146,Pedro Oliveira,68,M,Parda,Sim,2,Rio de Janeiro,170718,1,4,Sim,313,79362,Não,1,0,1,1,1
1147,Beatriz Silva,79,F,Indígena,Não,3,Porto Alegre,117051,0,3,Não,340,1229,Sim,1,1,0,0,1
1148,Ricardo Gomes,29,M,Parda,Sim,2,Fortaleza,69097,0,4,Sim,691,379,Sim,1,1,1,1,0
1149,Amanda Rodrigues,43,F,Branca,Não,0,Fortaleza,248551,1,3,Não,523,92892,Não,1,1,0,1,1
1150,Fernando Alves,60,M,Parda,Sim,0,Porto Alegre,123928,3,0,Sim,565,18554,Sim,0,1,0,0,1
1151,Camila Santos,76,F,Parda,Não,1,Fortaleza,266346,3,4,Não,788,110159,Sim,1,0,0,0,1
1152,Antônio Alves,69,M,Branca,Não,2,Salvador,72474,3,0,Sim,806,12372,Sim,1,1,0,1,1
1153,Camila Rodrigues,22,F,Amarela,Sim,1,Curitiba,201063,3,2,Sim,813,50950,Não,1,0,1,1,1
1154,Patrícia Alves,71,F,Parda,Não,4,Goiânia,41738,2,5,Não,477,6483,Não,1,1,0,0,1
1155,Patrícia Costa,73,F,Preta,Não,3,Curitiba,111425,0,3,Não,540,21055,Sim,0,1,0,0,1
1156,Maria Rodrigues,49,F,Amarela,Sim,2,Porto Alegre,258871,2,2,Sim,768,6714,Não,1,1,0,0,0
1157,Amanda Rodrigues,75,F,Amarela,Não,1,Recife,142599,3,4,Sim,676,38919,Sim,1,0,0,1,0
1158,Fernando Pereira,77,M,Parda,Sim,0,Brasília,181515,2,0,Não,694,2678,Não,0,1,0,1,1
1159,Miguel Souza,46,M,Preta,Não,4,Brasília,148789,1,0,Não,794,57675,Sim,1,1,0,0,1
1160,Carlos Oliveira,44,M,Amarela,Não,4,Curitiba,62615,0,4,Não,820,21202,Não,1,0,0,1,0
1161,Carolina Souza,54,F,Amarela,Sim,2,Belo Horizonte,290027,3,3,Sim,622,84581,Sim,0,1,1,1,1
1162,Maria Rodrigues,59,F,Indígena,Não,0,Brasília,230487,3,0,Não,700,26992,Sim,0,0,0,1,0
1163,Fernando Souza,78,M,Indígena,Sim,4,Goiânia,61991,1,3,Sim,457,13719,Não,0,0,0,1,1
1164,Ricardo Alves,70,M,Preta,Não,1,Recife,173058,1,0,Sim,848,30725,Sim,1,1,1,0,1
1165,Pedro Rodrigues,40,M,Indígena,Não,3,São Paulo,219429,1,0,Não,749,24884,Sim,1,0,0,0,1
1166,Patrícia Silva,62,F,Parda,Sim,3,Brasília,78534,3,3,Sim,695,24700,Não,1,0,1,0,0
1167,Pedro Alves,59,M,Preta,Sim,4,Rio de Janeiro,192264,0,1,Não,347,14999,Não,1,0,1,0,1
1168,Miguel Silva,50,M,Indígena,Sim,4,Rio de Janeiro,258163,1,3,Sim,841,21706,Não,1,0,0,0,0
1169,Maria Silva,47,F,Parda,Não,4,Belo Horizonte,264804,2,0,Sim,729,572,Não,0,0,0,0,1
1170,Carlos Pereira,43,M,Amarela,Sim,0,Brasília,37350,1,0,Sim,422,14951,Sim,1,0,0,0,0
1171,Camila Rodrigues,31,F,Preta,Não,1,Curitiba,195116,3,0,Sim,482,1435,Não,0,0,1,1,0
1172,Luiz Gomes,19,M,Indígena,Sim,1,Porto Alegre,260401,2,1,Sim,487,72262,Não,1,1,0,0,1
1173,Carolina Silva,26,F,Preta,Sim,3,Salvador,89708,2,0,Não,663,14569,Não,1,0,0,0,0
1174,Maria Souza,73,F,Amarela,Não,4,Brasília,97002,0,2,Não,810,16303,Não,1,0,0,0,0
1175,Luiz Silva,42,M,Amarela,Não,4,Goiânia,297316,3,2,Sim,432,97735,Não,1,1,0,0,0
1176,João Rodrigues,29,M,Indígena,Não,1,Belo Horizonte,235340,1,0,Não,726,52186,Sim,0,0,0,1,1
1177,Amanda Gomes,55,F,Indígena,Sim,4,Goiânia,149996,1,2,Não,709,72873,Não,1,1,1,0,1
1178,Ana Souza,34,F,Indígena,Sim,0,Brasília,151842,1,0,Não,504,69190,Sim,0,0,1,1,1
1179,Pedro Rodrigues,37,M,Branca,Não,3,Belo Horizonte,55304,2,5,Sim,334,9314,Sim,1,1,1,0,0
1180,Ricardo Pereira,26,M,Branca,Não,2,Recife,175777,1,5,Sim,603,1488,Não,1,0,1,1,1
1181,João Gomes,77,M,Amarela,Não,3,Goiânia,73637,2,4,Não,428,35730,Sim,1,0,0,1,1
1182,Beatriz Souza,58,F,Branca,Não,4,Recife,234454,0,4,Não,641,62952,Sim,1,0,0,0,1
1183,Antônio Souza,68,M,Preta,Não,2,Rio de Janeiro,105651,2,1,Sim,498,31598,Não,0,1,1,0,1
1184,Pedro Pereira,80,M,Preta,Sim,1,Recife,65173,1,0,Sim,641,27306,Sim,1,0,1,1,1
1185,Antônio Rodrigues,35,M,Amarela,Não,4,Goiânia,20044,2,3,Não,326,7273,Não,0,0,0,1,0
1186,Fernando Alves,38,M,Branca,Sim,3,São Paulo,207317,0,3,Sim,470,70544,Não,1,1,1,1,0
1187,Ricardo Ferreira,50,M,Branca,Não,2,Brasília,61446,0,2,Não,566,8888,Não,1,1,0,0,1
1188,Carolina Silva,21,F,Preta,Sim,4,Porto Alegre,26606,2,2,Não,420,8840,Não,0,0,0,0,0
1189,Carlos Santos,69,M,Indígena,Sim,1,Goiânia,220602,3,1,Sim,544,67337,Não,0,1,1,0,1
1190,Fernando Costa,52,M,Branca,Sim,3,Salvador,102548,2,0,Não,589,45354,Não,1,1,0,1,0
1191,Miguel Silva,77,M,Parda,Não,2,Curitiba,30834,0,3,Não,343,8283,Não,0,1,1,0,0
1192,Ricardo Rodrigues,73,M,Parda,Sim,0,Porto Alegre,96157,3,3,Sim,398,21973,Não,1,0,1,0,1
1193,Pedro Gomes,59,M,Amarela,Sim,2,Fortaleza,103326,1,0,Não,531,39362,Não,1,0,0,1,1
1194,Maria Costa,61,F,Parda,Sim,0,Fortaleza,53304,2,3,Sim,647,23894,Sim,1,0,0,0,0
1195,Luiz Oliveira,33,M,Preta,Não,0,Salvador,141681,0,1,Não,375,70073,Não,1,1,0,0,1
1196,Laura Alves,21,F,Preta,Sim,3,Porto Alegre,41773,3,3,Sim,744,274,Não,1,0,0,1,0
1197,Maria Gomes,52,F,Indígena,Sim,0,Porto Alegre,42964,0,1,Sim,542,20941,Sim,1,1,0,1,0
1198,Beatriz Gomes,47,F,Indígena,Não,1,Rio de Janeiro,117870,3,0,Sim,846,28205,Sim,1,0,1,0,1
1199,Beatriz Rodrigues,69,F,Preta,Sim,0,Salvador,169857,2,5,Não,637,29508,Sim,1,1,0,0,1
1200,Beatriz Costa,31,F,Preta,Não,2,Recife,232936,1,1,Não,452,16167,Não,1,1,0,1,1
1201,Ana Alves,71,F,Parda,Não,4,Recife,35982,3,0,Não,759,5054,Não,0,0,1,1,0
1202,Laura Ferreira,19,F,Branca,Não,1,São Paulo,55573,3,1,Sim,733,16287,Sim,1,1,1,1,0
1203,Antônio Rodrigues,22,M,Parda,Sim,4,Salvador,181266,3,4,Não,357,49201,Não,1,1,1,0,0
1204,Fernanda Silva,38,F,Amarela,Sim,4,Rio de Janeiro,295100,3,3,Não,714,56310,Não,1,0,0,1,1
1205,Camila Costa,47,F,Amarela,Sim,2,Fortaleza,45782,1,1,Não,785,2906,Não,1,1,0,1,1
1206,Amanda Pereira,33,F,Parda,Sim,1,Goiânia,271164,1,5,Sim,515,106134,Não,1,1,1,1,1
1207,Luiz Pereira,42,M,Indígena,Sim,2,Belo Horizonte,250317,3,1,Sim,529,94493,Não,1,1,1,1,1
1208,Maria Santos,45,F,Indígena,Sim,1,Belo Horizonte,290671,2,2,Sim,517,77836,Não,1,1,1,0,1
1209,Beatriz Ferreira,73,F,Branca,Não,2,Salvador,86499,3,0,Não,631,28601,Sim,1,0,1,1,0
1210,Patrícia Souza,61,F,Parda,Sim,3,Belo Horizonte,87256,3,3,Não,778,14309,Sim,0,1,0,0,1
1211,Amanda Rodrigues,64,F,Amarela,Sim,3,São Paulo,128703,2,0,Sim,687,52269,Sim,1,1,0,0,1
1212,Ana Silva,58,F,Amarela,Não,0,Belo Horizonte,280077,2,0,Não,784,96160,Sim,1,1,0,0,0
1213,Juliana Silva,71,F,Branca,Sim,3,Porto Alegre,286525,2,5,Não,568,107904,Sim,1,1,0,0,1
1214,Ricardo Souza,80,M,Indígena,Não,4,Brasília,165645,0,2,Não,335,77237,Não,0,1,0,0,0
1215,Luiz Alves,36,M,Parda,Sim,1,Porto Alegre,154878,3,0,Sim,403,20571,Sim,1,0,1,1,0
1216,Antônio Silva,18,M,Branca,Sim,3,Recife,105641,1,1,Não,809,19672,Sim,0,0,1,1,0
1217,Ana Costa,67,F,Indígena,Sim,1,Porto Alegre,256061,3,0,Não,597,8833,Não,1,1,1,0,0
1218,Fernanda Ferreira,43,F,Preta,Não,4,Goiânia,162091,3,0,Não,827,56148,Não,1,0,0,1,0
1219,João Gomes,72,M,Amarela,Sim,1,Recife,82563,0,4,Sim,444,27340,Sim,1,1,1,1,0
1220,Laura Alves,78,F,Preta,Não,3,Brasília,228979,2,2,Não,805,46145,Sim,0,1,0,1,1
1221,Laura Pereira,39,F,Indígena,Não,4,Belo Horizonte,172657,0,2,Sim,724,50150,Não,1,1,1,1,1
1222,Ricardo Gomes,57,M,Amarela,Não,0,Belo Horizonte,125757,1,4,Não,847,27905,Sim,1,1,0,1,1
1223,Fernando Silva,79,M,Parda,Não,1,São Paulo,176394,2,1,Sim,824,84277,Não,1,1,0,0,1
1224,João Gomes,67,M,Preta,Sim,1,Curitiba,26352,3,5,Sim,787,9771,Não,0,0,0,0,1
1225,Beatriz Oliveira,53,F,Preta,Sim,1,Salvador,224074,2,4,Sim,605,41651,Sim,1,1,0,0,1
1226,Eduardo Ferreira,49,M,Parda,Não,0,Salvador,43675,1,5,Não,301,5524,Não,1,0,0,1,1
